1	22.4011	0.286589
2	0.038731	0.0183444
1	28.4916	0.0116924
2	-0.276879	0.00361239
1	14.8899	0.000216273
2	-0.0133775	0.0419366
1	28.783	0.75023
2	0.0469657	0.58567
1	21.4701	0.952239
2	-0.2804	0.0
1	12.1286	4.93532e-26
2	0.431785	0.00413294
1	13.3892	0.00192555
2	-0.226281	2.24865e-30
1	14.2248	0.00108213
2	-0.100517	2.82258e-30
1	21.588	0.00970623
2	-0.252105	0.00111749
1	19.8727	0.00403637
2	0.257468	0.000558963
1	21.7036	1.81935e-25
2	-0.617339	0.000335438
1	21.2406	0.00396654
2	0.106704	0.00285308
1	31.4877	1.47368e-25
2	0.352885	1.46856e-29
1	17.8405	0.30124
2	-0.14704	0.06143
1	22.8174	0.00906871
2	0.0949522	0.151181
1	24.9192	0.000374466
2	0.523306	0.00362635
1	20.6238	0.186482
2	0.255996	0.000753682
1	20.073	0.00323474
2	0.30726	0.000668167
1	17.7709	0.000757086
2	-0.263557	0.00206986
1	19.8932	0.00446785
2	0.158987	0.00221963
1	20.0298	0.00529076
2	0.717992	0.0271517
1	24.3978	0.00852522
2	0.304407	0.266207
1	14.2464	0.000308601
2	0.308439	8.32584e-05
1	16.1754	1.36192
2	-0.244486	0.00818269
1	23.3936	0.0475672
2	0.32004	0.0123182
1	18.5365	0.101396
2	-0.440118	0.0154735
1	20.4352	0.00370395
2	0.0539391	0.000252008
1	21.372	0.559225
2	0.163541	0.132392
1	20.9542	0.000133603
2	-0.15452	0.000497577
1	29.8584	1.01066
2	-0.299767	0.265763
1	17.0781	2.44602e-26
2	-0.25198	0.178544
1	20.5477	0.131699
2	0.0612275	0.051112
1	20.6122	0.0178407
2	-0.108856	2.82258e-30
1	17.7334	8.08602e-28
2	0.162759	0.6567
1	21.5068	2.33686e-25
2	-0.374035	0.00016151
1	22.9194	1.86426
2	-0.0165341	0.0387204
1	22.9163	0.131893
2	-0.151547	0.25798
1	18.9235	6.99224
2	0.170904	0.00215998
1	22.1344	0.0784503
2	-0.560028	0.173463
1	16.2116	1.04572e-05
2	0.0303525	0.00274584
1	20.9138	0.348996
2	0.0303214	0.280502
1	21.8097	0.00433401
2	0.0713651	6.38015e-05
1	22.1245	0.090507
2	-0.206751	0.56019
1	29.9769	0.0908885
2	0.173657	0.147849
1	21.4569	0.0702035
2	-0.216389	0.156382
1	21.5124	0.306596
2	0.307494	0.0197698
1	10.2312	1.67791
2	0.185813	0.0661148
1	15.046	0.0404409
2	-0.145058	0.0033971
1	20.457	0.309834
2	-0.598576	1.66024e-28
1	27.878	0.0137631
2	-0.0772882	0.0257912

