"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"
"1"	0.0964968937499699	0.0267988852617541	0.000807236375623231	0.00946805800482755	0.00420876338327701	-0.00540329065231407	0.0224427713302901	-0.0115901901211325	-0.00453659586540399	0.0136737768044422
"2"	0.0267988852617541	0.0939495310840566	-0.00660578270164537	0.00129607049186851	-0.0104061449756034	-0.026299083231	-0.00323364009238266	0.0056838283748146	-0.0187306406549598	0.0143956999171385
"3"	0.000807236375623231	-0.00660578270164537	0.0993402950567899	0.0020434616972453	-0.0119696324770651	0.0277383298874514	0.000215212522434815	-0.0150107148640126	0.0113898926474423	0.00845169949517604
"4"	0.00946805800482755	0.00129607049186851	0.0020434616972453	0.117568420396715	0.0126659611669958	-0.00553860776802443	0.0208730523376783	-0.00014692196245265	-0.0117090460247987	0.00970180861840284
"5"	0.00420876338327701	-0.0104061449756034	-0.0119696324770651	0.0126659611669958	0.0975788246250324	-0.0149271135186765	0.0121769005321975	0.00865122829449162	0.00711682312080449	-0.015876908957873
"6"	-0.00540329065231407	-0.026299083231	0.0277383298874514	-0.00553860776802443	-0.0149271135186765	0.112073108480744	0.0173300582503834	0.00129546422029957	-0.0102789818735883	-3.46594894847507e-05
"7"	0.0224427713302901	-0.00323364009238266	0.000215212522434815	0.0208730523376783	0.0121769005321975	0.0173300582503834	0.112916849880401	-0.0357929322929091	-0.023674221861091	0.0105968398908188
"8"	-0.0115901901211325	0.0056838283748146	-0.0150107148640126	-0.00014692196245265	0.00865122829449162	0.00129546422029957	-0.0357929322929091	0.10911594965642	-0.00761927764403005	-0.00834036507259475
"9"	-0.00453659586540399	-0.0187306406549598	0.0113898926474423	-0.0117090460247987	0.00711682312080449	-0.0102789818735883	-0.023674221861091	-0.00761927764403005	0.113326862589555	0.00959345996645406
"10"	0.0136737768044422	0.0143956999171385	0.00845169949517604	0.00970180861840284	-0.015876908957873	-3.46594894847507e-05	0.0105968398908188	-0.00834036507259475	0.00959345996645406	0.107582656844671
