"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"
"1"	0.0840727353564965	0.0142633140235053	-0.0253975684933955	-0.0148917715838161	0.0207882313465334	0.00687340553276476	0.0024780145796482	0.0109727160812215	0.0116771453323392	0.00506870121331833
"2"	0.0142633140235053	0.101850663386445	-0.00263524459475274	-0.0224586809977297	0.0145703107250457	0.00738486574797065	-0.00809875326271184	-0.00287702381296055	-0.00555532580864735	0.015332163582375
"3"	-0.0253975684933955	-0.00263524459475274	0.0871340249002922	-0.0275548882425781	-0.00206432332587335	0.00852326427344838	0.0118398875921518	-0.00777683803375107	-0.00310385211686148	0.0521578334911484
"4"	-0.0148917715838161	-0.0224586809977297	-0.0275548882425781	0.131130710918288	-0.00497398606043019	-0.0163635697484169	-0.0140735094997416	-0.00378977458272678	-0.00893950970688139	-0.049037973739729
"5"	0.0207882313465334	0.0145703107250457	-0.00206432332587335	-0.00497398606043019	0.087407480008056	0.00190911608930706	-0.00682685106211304	-0.00596289523055612	-0.0174586456650173	0.0163550580273981
"6"	0.00687340553276476	0.00738486574797065	0.00852326427344838	-0.0163635697484169	0.00190911608930706	0.0942641265550861	0.0276464720155357	-0.00185268364705153	0.0191378818678166	-0.00662781031536185
"7"	0.0024780145796482	-0.00809875326271184	0.0118398875921518	-0.0140735094997416	-0.00682685106211304	0.0276464720155357	0.0839433497127049	0.00727152839438102	0.00526531624659085	0.0145185764048612
"8"	0.0109727160812215	-0.00287702381296055	-0.00777683803375107	-0.00378977458272678	-0.00596289523055612	-0.00185268364705153	0.00727152839438102	0.119830614351679	0.0498346699939774	-0.015071872524024
"9"	0.0116771453323392	-0.00555532580864735	-0.00310385211686148	-0.00893950970688139	-0.0174586456650173	0.0191378818678166	0.00526531624659085	0.0498346699939774	0.131149226540127	-0.0294486991859993
"10"	0.00506870121331833	0.015332163582375	0.0521578334911484	-0.049037973739729	0.0163550580273981	-0.00662781031536185	0.0145185764048612	-0.015071872524024	-0.0294486991859993	0.16439005242261
