1	0.422864	0.271609
2	0.0576309	0.000186849
3	0.184048	0.425702
4	-0.376567	0.453536
5	0.426391	3.8005e-29
6	0.103423	0.10837
7	0.214134	1.44736e-29
8	-0.14989	0.368141
9	-0.00287516	0.643253
10	-0.32673	1.59904e-29
1	-0.0663643	0.43329
2	0.256817	3.66478e-29
3	-0.122803	0.499557
4	0.191938	0.113399
5	0.275077	0.00478126
6	-0.313201	0.0988052
7	-0.0893884	0.0149895
8	-0.73152	1.66665e-05
9	-0.0608803	0.512768
10	-0.234464	2.30795e-29
1	0.243817	0.0840168
2	-0.238828	7.25569e-30
3	-0.132005	0.0911872
4	0.336353	0.0597773
5	0.585024	0.0195513
6	0.487337	3.08457e-29
7	0.609095	0.00467129
8	-0.173965	8.82882e-30
9	-0.0397212	0.0334181
10	0.265724	0.0790147
1	0.0693936	0.00247891
2	-0.204958	3.08457e-31
3	-0.544711	0.0132789
4	0.443362	0.480923
5	-0.138603	1.70346e-30
6	-0.0591796	0.0647964
7	0.240652	0.0561046
8	-0.072238	1.02736e-30
9	-0.0757205	0.474664
10	-0.462995	0.389211
1	-0.202345	2.12496e-29
2	-0.393587	0.233522
3	0.370661	0.189584
4	0.0687707	0.00488226
5	0.195989	0.00346628
6	-0.0247784	0.0994384
7	0.268027	0.701339
8	0.16261	0.354707
9	0.106218	0.00609541
10	-0.758854	0.102625
1	-0.0337534	0.242197
2	-0.44686	0.0868851
3	0.315775	0.0148671
4	-0.42901	1.28368e-28
5	-0.0339492	3.90391e-31
6	0.626978	0.00169096
7	-0.0925028	0.0668372
8	0.218434	0.0500697
9	0.326076	0.0
10	-0.385651	0.285384
1	0.259198	0.00841185
2	-0.484765	0.00430451
3	0.0828587	0.000835562
4	0.0680983	0.201889
5	0.41492	1.68911e-29
6	0.250418	0.0395021
7	0.349368	0.233639
8	0.613305	3.99761e-30
9	-0.0804936	0.36503
10	-0.157792	3.08457e-31
1	0.179056	0.0209716
2	-0.422142	8.7059e-29
3	-0.018845	0.253825
4	0.10734	0.00259883
5	-0.0471782	5.24859e-32
6	0.474341	6.30069e-07
7	0.242483	0.00589808
8	-0.266192	9.99401e-31
9	-0.511615	1.18497e-28
10	-0.0744238	1.92786e-30
1	0.574046	0.000125158
2	0.359886	1.23383e-32
3	-0.0269172	0.161344
4	0.162057	0.0017089
5	-0.107585	0.411915
6	-0.0621385	0.516933
7	0.348234	0.000555635
8	-0.0363796	1.23383e-32
9	0.142003	1.85151e-30
10	0.252507	0.342444
1	0.243332	2.17647e-29
2	-0.0967118	0.000804613
3	0.167941	0.00141001
4	-0.0238549	0.00312608
5	-0.182763	0.131505
6	-0.0702305	0.191458
7	0.0213406	0.00160746
8	-0.181552	3.99761e-30
9	0.011102	0.141373
10	0.290181	0.00108942
1	-0.0582643	0.0111226
