"V1"	"V2"	"V3"	"V4"
"40"	0	4000	0.0895855946681876	0.1018021070197
"41"	0	4100	0.0998003235585029	0.0978971980586195
"42"	0	4200	0.096947285367815	0.096133638276868
"43"	0	4300	0.10928186571054	0.088817481613578
"44"	0	4400	0.109165343991734	0.092245296152742
"45"	0	4500	0.101147318162193	0.086292986167614
"46"	0	4600	0.0939622937183058	0.0984142631873374
"47"	0	4700	0.0954484238501654	0.0912257583695114
"48"	0	4800	0.112637833742309	0.0764899400521762
"49"	0	4900	0.100896000827045	0.08675607227262
"50"	0	5000	0.104257881983334	0.0929628020260578
"51"	0	5100	0.0953877649064671	0.0973592008133644
"52"	0	5200	0.100716488716284	0.098058230168426
"53"	0	5300	0.10163030422394	0.0949480799451276
"54"	0	5400	0.0947310943588841	0.0898297409314822
"55"	0	5500	0.0992083371275233	0.08770310159524
"56"	0	5600	0.0994713055259054	0.0934083366790688
"57"	0	5700	0.105167868312498	0.101842797327962
"58"	0	5800	0.0963978057310626	0.10174730816794
"59"	0	5900	0.109352027923058	0.09490587676988
"60"	0	6000	0.107689947526505	0.094238040706278
"61"	0	6100	0.108888541351059	0.10684427933486
"62"	0	6200	0.103537426457647	0.110038485028991
"63"	0	6300	0.0947101371800109	0.11160533942827
"64"	0	6400	0.0972274987874019	0.1125436378682
"65"	0	6500	0.097967667556925	0.110525377368816
"66"	0	6600	0.107989320457124	0.10480128287928
"67"	0	6700	0.107404560804937	0.11217241476324
"68"	0	6800	0.117429636256995	0.11827732758234
"69"	0	6900	0.119424864676346	0.11434205920399
"70"	0	7000	0.105566642406082	0.11588536298104
"71"	0	7100	0.0994235813309352	0.1154458269865
"72"	0	7200	0.0978077122895129	0.1055347888672
"73"	0	7300	0.1019391254718	0.106839408045041
"74"	0	7400	0.101466142337136	0.10105205124563
"75"	0	7500	0.0997982240857202	0.101280653005491
"76"	0	7600	0.0966919067557664	0.108394039168296
"77"	0	7700	0.0933154084997362	0.099572768341404
"78"	0	7800	0.102267824016631	0.09429111661828
"79"	0	7900	0.10811338817194	0.09078853637142
"80"	0	8000	0.106927811042777	0.096575123841108
"81"	0	8100	0.11194462573752	0.0956071292671
"82"	0	8200	0.0935961607909479	0.0994593045332881
"83"	0	8300	0.0988159388585796	0.0964133876561909
"84"	0	8400	0.0953262038124154	0.0955508993679972
"85"	0	8500	0.111757544263432	0.083735837164366
"86"	0	8600	0.109635238658467	0.0879687986469452
"87"	0	8700	0.110452980539605	0.102327643254038
"88"	0	8800	0.0958417013798682	0.114629461080696
"89"	0	8900	0.100002196261774	0.105827741368912
"90"	0	9000	0.0967269750519587	0.102258892505676
"91"	0	9100	0.095063841295836	0.108260849791946
"92"	0	9200	0.101942359761068	0.110815967524896
"93"	0	9300	0.0889362588434519	0.102604564960886
"94"	0	9400	0.0959979464956343	0.109835019605858
"95"	0	9500	0.10117267466849	0.106266919160901
"96"	0	9600	0.101407160830808	0.10484857287786
"97"	0	9700	0.0941463757186988	0.101313376347602
"98"	0	9800	0.091246033805976	0.104171331532518
"99"	0	9900	0.106515300143838	0.098034023622778
"100"	0	10000	0.105994939236435	0.102692929610658
"101"	10	100	0.0331176055576028	0.0081816984160516
"102"	10	200	0.069271063117102	0.033368825660288
"103"	10	300	0.0912663176286919	0.047780017491514
"104"	10	400	0.10306818429566	0.0589364150487279
"105"	10	500	0.111595484960389	0.06786544273318
"106"	10	600	0.109173323487973	0.080501006606624
"107"	10	700	0.11760235565166	0.0889363673397554
"108"	10	800	0.107663355569462	0.088048888588446
"109"	10	900	0.113360793979149	0.088638107479714
"110"	10	1000	0.115266740688575	0.098092150648532
"111"	10	1100	0.110636262182042	0.097051714969352
"112"	10	1200	0.104093393603869	0.10076284927672
"113"	10	1300	0.107513961661716	0.09895819664242
"114"	10	1400	0.109866138429413	0.106833258134887
"115"	10	1500	0.103169619127985	0.109932284432361
"116"	10	1600	0.111076094233453	0.11013203448898
"117"	10	1700	0.110327674059753	0.11227100711048
"118"	10	1800	0.101797605742027	0.098053387730884
"119"	10	1900	0.103924104665645	0.097903777924672
"120"	10	2000	0.105239580264944	0.095090617456418
"121"	10	2100	0.113287995550726	0.102226452286836
"122"	10	2200	0.112159085395504	0.093327965155416
"123"	10	2300	0.0978790137266093	0.094958085872281
"124"	10	2400	0.0998953321306775	0.098418987093894
"125"	10	2500	0.102547310450154	0.095739449346174
"126"	10	2600	0.108051556412959	0.096343282555978
"127"	10	2700	0.102614254512743	0.107492172353036
"128"	10	2800	0.100617525903118	0.0988119262286842
"129"	10	2900	0.101261225631339	0.0955342994389648
"130"	10	3000	0.0979542848425513	0.09984301670096
"131"	10	3100	0.100030794889074	0.10312643540544
"132"	10	3200	0.101433081156418	0.0946933578047052
"133"	10	3300	0.11289260460342	0.0859823178602238
"134"	10	3400	0.10789080832949	0.102568952025566
"135"	10	3500	0.109691828500636	0.10397125847488
"136"	10	3600	0.118163108414891	0.10589721758803
"137"	10	3700	0.109138714717963	0.118008227013782
"138"	10	3800	0.112469629050793	0.111221435723132
"139"	10	3900	0.10877655192176	0.108212695604232
"140"	10	4000	0.101092640995278	0.105772358557063
"141"	10	4100	0.105342165805334	0.095872257073384
"142"	10	4200	0.110541269921323	0.091814254658654
"143"	10	4300	0.106192910618836	0.0984198626832246
"144"	10	4400	0.111829044545438	0.090731925611346
"145"	10	4500	0.115304828216096	0.0965956035592086
"146"	10	4600	0.110160255669922	0.09624867759596
"147"	10	4700	0.101242115407034	0.0964590563969312
"148"	10	4800	0.10021727539509	0.102360604333341
"149"	10	4900	0.0959303683999577	0.105889407272756
"150"	10	5000	0.100012509999029	0.100523707455475
"151"	10	5100	0.108263911821158	0.102092561865766
"152"	10	5200	0.099887806818076	0.09949883252164
"153"	10	5300	0.101220327289225	0.092998958938684
"154"	10	5400	0.111500401813782	0.0980549179402182
"155"	10	5500	0.100760602575744	0.0901880683689326
"156"	10	5600	0.112103075587285	0.089179608855264
"157"	10	5700	0.11424610327776	0.0944446630099268
"158"	10	5800	0.103947080699067	0.08616076639152
"159"	10	5900	0.109464759326261	0.0886067853668
"160"	10	6000	0.11253803273405	0.0971850212239098
"161"	10	6100	0.116579431405133	0.09804080860418
"162"	10	6200	0.106242917416412	0.094588458238776
"163"	10	6300	0.105665979745373	0.094924210596408
"164"	10	6400	0.101351406546687	0.102138205296072
"165"	10	6500	0.113587163930484	0.093886041825754
"166"	10	6600	0.0959450182025073	0.10589555456576
"167"	10	6700	0.106756759800689	0.104743823542806
"168"	10	6800	0.103563120126019	0.09771407956802
"169"	10	6900	0.103237712542129	0.109374535842058
"170"	10	7000	0.106001753062381	0.108864031722816
"171"	10	7100	0.103004404401001	0.100027418474125
"172"	10	7200	0.102219226594367	0.103437927241488
"173"	10	7300	0.101306824209363	0.09927186630935
"174"	10	7400	0.101012945288351	0.0992097305790145
"175"	10	7500	0.0989484591572618	0.0971226149370105
"176"	10	7600	0.115377355127093	0.104125443914339
"177"	10	7700	0.108552061136104	0.099867232261354
"178"	10	7800	0.102956818103176	0.107076455070742
"179"	10	7900	0.100995728794125	0.1054143483892
"180"	10	8000	0.103764443543231	0.108856404835952
"181"	10	8100	0.113538905990278	0.104248468328068
"182"	10	8200	0.11117207966316	0.10197542046568
"183"	10	8300	0.108657056729925	0.1018191901814
"184"	10	8400	0.112177385028686	0.104191663303232
"185"	10	8500	0.110309221201664	0.11562496728634
"186"	10	8600	0.112513860106007	0.10736588743506
"187"	10	8700	0.11339308803729	0.108580163404224
"188"	10	8800	0.107789332082134	0.113295711943354
"189"	10	8900	0.0947527946815878	0.11765154282935
"190"	10	9000	0.103645265159033	0.117288350835474
"191"	10	9100	0.0978725567065132	0.116754815713641
"192"	10	9200	0.0993289141765831	0.113772448479756
"193"	10	9300	0.108963048871724	0.10912069369236
"194"	10	9400	0.102704540353259	0.105453958821314
"195"	10	9500	0.103251010685071	0.09899243718583
"196"	10	9600	0.103177631796548	0.0976444506725713
"197"	10	9700	0.111741078695301	0.093954770368524
"198"	10	9800	0.105448071395279	0.104910860028222
"199"	10	9900	0.107828043448098	0.102543304176258
"200"	10	10000	0.103241137751424	0.096112307435358
"201"	20	100	0.0245252534992791	0.00814778685201
"202"	20	200	0.0489758258410832	0.02362212735792
"203"	20	300	0.0761113658375722	0.035216840505038
"204"	20	400	0.088413595625339	0.0455101992965608
"205"	20	500	0.0972283024509289	0.05886918473865
"206"	20	600	0.113585893201888	0.0608192012435256
"207"	20	700	0.106706650806104	0.07463754785799
"208"	20	800	0.106778178841678	0.0880995633222782
"209"	20	900	0.105500006894233	0.09342830930292
"210"	20	1000	0.105432275436322	0.095039291090204
"211"	20	1100	0.112461310007891	0.092769071367746
"212"	20	1200	0.113659899522978	0.09013518633267
"213"	20	1300	0.108317800462986	0.095798411578108
"214"	20	1400	0.112564650891357	0.09654906696978
"215"	20	1500	0.112965296343775	0.099336856535318
"216"	20	1600	0.11464459140601	0.102391423618957
"217"	20	1700	0.110317796966982	0.10031735911458
"218"	20	1800	0.114555565497951	0.10079319160382
"219"	20	1900	0.114067303552364	0.093786968228934
"220"	20	2000	0.114393767571973	0.098923197114426
"221"	20	2100	0.113467240562643	0.104972562035679
"222"	20	2200	0.11519249183106	0.10280888889318
"223"	20	2300	0.113120911473184	0.099962770148294
"224"	20	2400	0.109927227550264	0.106536156579332
"225"	20	2500	0.108211250613573	0.096802764038526
"226"	20	2600	0.108633902518615	0.0911542993565034
"227"	20	2700	0.108325069243193	0.0984794156811466
"228"	20	2800	0.0990820976876633	0.11070349345901
"229"	20	2900	0.0914275820941198	0.099857861792992
"230"	20	3000	0.0957911229951982	0.102797197472
"231"	20	3100	0.101019445570067	0.101286566874023
"232"	20	3200	0.100394874960194	0.106180133167852
"233"	20	3300	0.10083311483598	0.115827954047452
"234"	20	3400	0.0933348849972522	0.12072917983662
"235"	20	3500	0.0954328821996175	0.124785075102462
"236"	20	3600	0.103490120823203	0.117040969776134
"237"	20	3700	0.112021866962843	0.113965296403172
"238"	20	3800	0.116228157221999	0.10522609075009
"239"	20	3900	0.111423815007928	0.10459345953538
"240"	20	4000	0.106238226347727	0.11786531298402
"241"	20	4100	0.090118471599904	0.120958060819084
"242"	20	4200	0.0984951742758033	0.11573596721898
"243"	20	4300	0.0974551095614263	0.107132266173694
"244"	20	4400	0.0998147825935694	0.0963195622243046
"245"	20	4500	0.102571210965795	0.095694874165422
"246"	20	4600	0.102134417652995	0.092490731555502
"247"	20	4700	0.100665862167089	0.09179030354682
"248"	20	4800	0.101116449251939	0.093119970224226
"249"	20	4900	0.108921454720529	0.094095831111744
"250"	20	5000	0.101176539759133	0.0956529967526
"251"	20	5100	0.103747510255101	0.098390979194438
"252"	20	5200	0.102559355650823	0.0982663968033544
"253"	20	5300	0.105916804991484	0.093889302350203
"254"	20	5400	0.110628563309903	0.09991690925526
"255"	20	5500	0.112702249724242	0.101580901427953
"256"	20	5600	0.118306794353083	0.10203529918916
"257"	20	5700	0.118766697543663	0.098061468870721
"258"	20	5800	0.107577131433271	0.10269581506106
"259"	20	5900	0.106066918829852	0.09781687716958
"260"	20	6000	0.111956409586937	0.095090490853032
"261"	20	6100	0.111926721181263	0.085417869889594
"262"	20	6200	0.113945516514514	0.09047497747848
"263"	20	6300	0.110427158038059	0.0926332503675938
"264"	20	6400	0.102919501302207	0.0935088236802434
"265"	20	6500	0.113151288858613	0.091314238115124
"266"	20	6600	0.110545771111729	0.09680623626272
"267"	20	6700	0.109774693848752	0.089810731794304
"268"	20	6800	0.116665558331815	0.0929465501376973
"269"	20	6900	0.111477551060011	0.101694635840974
"270"	20	7000	0.0992331232584205	0.110746235203428
"271"	20	7100	0.100712755672021	0.11413688501444
"272"	20	7200	0.0996555898624204	0.101848292087464
"273"	20	7300	0.106719238362581	0.102028935591156
"274"	20	7400	0.111617085398931	0.106890994886356
"275"	20	7500	0.10653926036062	0.11012309827978
"276"	20	7600	0.102767637013434	0.11250701039975
"277"	20	7700	0.101985469272967	0.109090876960281
"278"	20	7800	0.101359257169063	0.095510832673554
"279"	20	7900	0.0967244931193754	0.09498017365268
"280"	20	8000	0.0973723637682992	0.095571482530024
"281"	20	8100	0.097321433735081	0.090184829948904
"282"	20	8200	0.106671795017261	0.091591230338238
"283"	20	8300	0.103625895449501	0.0984762839780196
"284"	20	8400	0.109609038224845	0.102214531054998
"285"	20	8500	0.108316616363489	0.104945235270166
"286"	20	8600	0.117353813262661	0.092608065626878
"287"	20	8700	0.115105744161088	0.10250243435725
"288"	20	8800	0.119190719231841	0.10292396817698
"289"	20	8900	0.112776882483878	0.103412757117594
"290"	20	9000	0.10109341407709	0.102171524636609
"291"	20	9100	0.100828230327336	0.093661470997952
"292"	20	9200	0.103016527621952	0.096681140200264
"293"	20	9300	0.110700062623908	0.0919503634349354
"294"	20	9400	0.106459208855041	0.09628723087202
"295"	20	9500	0.113520656542847	0.0978527853186084
"296"	20	9600	0.11010814359296	0.111032795542133
"297"	20	9700	0.113783743606831	0.11119708269575
"298"	20	9800	0.11631497280931	0.108056978750518
"299"	20	9900	0.119669335894307	0.103373114806925
"300"	20	10000	0.118024238077675	0.107913143177222
"301"	30	100	0.0168632825450931	0.005814659051013
"302"	30	200	0.0421379439896059	0.017181549168134
"303"	30	300	0.0610677065270962	0.029064903056092
"304"	30	400	0.0746032468794134	0.0361717737587216
"305"	30	500	0.0824600401065551	0.0429442403651663
"306"	30	600	0.0976106948986534	0.0488853007615
"307"	30	700	0.102900057969555	0.06482358088268
"308"	30	800	0.100793942114487	0.068122931559936
"309"	30	900	0.106592235867675	0.07749617152166
"310"	30	1000	0.1034724824766	0.0892072471944632
"311"	30	1100	0.101906016039058	0.0818274006298275
"312"	30	1200	0.101470041470908	0.0818616757132806
"313"	30	1300	0.103608367312327	0.087099849906788
"314"	30	1400	0.102505082594112	0.0918396433345672
"315"	30	1500	0.100807111641596	0.087322341561436
"316"	30	1600	0.101260477908589	0.0908670588124942
"317"	30	1700	0.104992376551224	0.087476063155951
"318"	30	1800	0.105940844407149	0.093019202982812
"319"	30	1900	0.107215118161665	0.098854061726426
"320"	30	2000	0.108085542861218	0.090534870184314
"321"	30	2100	0.109644007383738	0.082345167321206
"322"	30	2200	0.11088564959133	0.091087275127716
"323"	30	2300	0.108095626327176	0.09549032987152
"324"	30	2400	0.0947830067087756	0.0881952097225132
"325"	30	2500	0.0984234288132151	0.094077372569988
"326"	30	2600	0.0970679243568674	0.10198614865418
"327"	30	2700	0.105919293692329	0.10276094978472
"328"	30	2800	0.107132227319566	0.092655684372598
"329"	30	2900	0.107222084701833	0.096273151971492
"330"	30	3000	0.0975529876737836	0.106474887874598
"331"	30	3100	0.106423380062925	0.102426778236318
"332"	30	3200	0.110314049980441	0.09852601972994
"333"	30	3300	0.10612343254378	0.0989857548478
"334"	30	3400	0.0955894238961716	0.105954166965531
"335"	30	3500	0.0962921492249664	0.099430010197172
"336"	30	3600	0.10188750134456	0.0959434618108713
"337"	30	3700	0.103561840444816	0.0960900959659124
"338"	30	3800	0.0977167886163321	0.095813568924146
"339"	30	3900	0.10057504628947	0.10590608704086
"340"	30	4000	0.108725088925349	0.106598569318166
"341"	30	4100	0.116148612401144	0.099196155444366
"342"	30	4200	0.109919462231925	0.09483468803113
"343"	30	4300	0.111471527421309	0.09323452134024
"344"	30	4400	0.106482211207311	0.093680410721728
"345"	30	4500	0.108708522438587	0.081986330837798
"346"	30	4600	0.108538903870815	0.078357789659168
"347"	30	4700	0.0986251648444357	0.0938212691186029
"348"	30	4800	0.106466054713446	0.0938041075957662
"349"	30	4900	0.10901720462211	0.095339108221378
"350"	30	5000	0.113819594016142	0.09803137873516
"351"	30	5100	0.118897971641798	0.0896741810643
"352"	30	5200	0.114712447847367	0.09513827722144
"353"	30	5300	0.11129706961254	0.100860939298166
"354"	30	5400	0.114416647381211	0.09583244628524
"355"	30	5500	0.113716184897804	0.095461890721698
"356"	30	5600	0.106601320534408	0.0953918919674528
"357"	30	5700	0.114183046674886	0.0896038846573246
"358"	30	5800	0.114313803948254	0.0885430346132491
"359"	30	5900	0.113053416126715	0.088441777123958
"360"	30	6000	0.113305063819744	0.0926991661163234
"361"	30	6100	0.1124950001587	0.08808938070248
"362"	30	6200	0.108624946823851	0.082123353886544
"363"	30	6300	0.104212077763771	0.089266142477082
"364"	30	6400	0.101893680011312	0.087568010224007
"365"	30	6500	0.104523548465892	0.08996025563536
"366"	30	6600	0.10523975696507	0.09219897810112
"367"	30	6700	0.104549073462091	0.09644541994214
"368"	30	6800	0.104888828188135	0.099278390360074
"369"	30	6900	0.111393946669488	0.095649717737766
"370"	30	7000	0.115830580822962	0.100928737167342
"371"	30	7100	0.109943619099672	0.102347714066012
"372"	30	7200	0.103870580582051	0.102227150065611
"373"	30	7300	0.105289217377538	0.104943562291402
"374"	30	7400	0.106037624379519	0.107605748877492
"375"	30	7500	0.111890367795308	0.10533462782996
"376"	30	7600	0.111617504514605	0.1031263727179
"377"	30	7700	0.107935481156617	0.098305080516394
"378"	30	7800	0.109563236874238	0.09950649863278
"379"	30	7900	0.109192313829621	0.093209783557244
"380"	30	8000	0.108726930878986	0.0940234634002258
"381"	30	8100	0.114505276319125	0.08784160503131
"382"	30	8200	0.110090096695464	0.09475708811722
"383"	30	8300	0.115298017793421	0.097808558454888
"384"	30	8400	0.110867379614026	0.096559399685288
"385"	30	8500	0.112778916566386	0.097712014004012
"386"	30	8600	0.109548516834335	0.0956610652271924
"387"	30	8700	0.106414087844149	0.103171927000448
"388"	30	8800	0.102326702858857	0.103460301864276
"389"	30	8900	0.108958213154499	0.103505365455743
"390"	30	9000	0.105105303256531	0.105419276616102
"391"	30	9100	0.103732709647852	0.106943056519654
"392"	30	9200	0.104853257444903	0.11328486058784
"393"	30	9300	0.100610740981868	0.112003576099376
"394"	30	9400	0.108773467211411	0.118950100213599
"395"	30	9500	0.105880034093536	0.122404492088923
"396"	30	9600	0.105221397835225	0.116166586432511
"397"	30	9700	0.104912585984304	0.117588726685298
"398"	30	9800	0.0962753960046294	0.12575784463114
"399"	30	9900	0.107923050711685	0.10948552749468
"400"	30	10000	0.108517298415178	0.097724717630452
"401"	40	100	0.00571263541747804	0.0021745217676128
"402"	40	200	0.0224112165652483	0.0039228379405862
"403"	40	300	0.0357486980715637	0.007734089893348
"404"	40	400	0.0452596870659201	0.01348121484312
"405"	40	500	0.0531458848268665	0.019338310326269
"406"	40	600	0.0617008619458094	0.023405635192698
"407"	40	700	0.0681309046819865	0.02980812553142
"408"	40	800	0.0674972178131561	0.034523989810196
"409"	40	900	0.0799192763307188	0.03742419764714
"410"	40	1000	0.0800539056655805	0.04286150501311
"411"	40	1100	0.078635486878611	0.054363365540858
"412"	40	1200	0.0805054323738803	0.06126530752832
"413"	40	1300	0.0861997214352646	0.06835046669306
"414"	40	1400	0.0918947581407649	0.066003955385374
"415"	40	1500	0.0987668594010953	0.06544919328544
"416"	40	1600	0.109809482297267	0.0653392460926534
"417"	40	1700	0.112002913377141	0.0628541155719
"418"	40	1800	0.109791045188798	0.065792149998758
"419"	40	1900	0.112400484205523	0.065382212870232
"420"	40	2000	0.11204737642459	0.073856607232462
"421"	40	2100	0.11253883097227	0.0778458307819752
"422"	40	2200	0.109958136720788	0.0754119569532212
"423"	40	2300	0.110120793093629	0.0818739565092854
"424"	40	2400	0.108575480984367	0.0874853696768
"425"	40	2500	0.116112726882572	0.09080426824862
"426"	40	2600	0.122833752804598	0.095765977641888
"427"	40	2700	0.122152649742486	0.100553933492393
"428"	40	2800	0.112271124244016	0.11207234970936
"429"	40	2900	0.118582545823828	0.10467139563638
"430"	40	3000	0.111898697757347	0.10872132712132
"431"	40	3100	0.114348253552738	0.109545152734662
"432"	40	3200	0.114980449263637	0.10853236014904
"433"	40	3300	0.117010742876379	0.109354056548563
"434"	40	3400	0.111476059788834	0.108050732910923
"435"	40	3500	0.114988041196717	0.109593378539976
"436"	40	3600	0.112912598538654	0.112783909001894
"437"	40	3700	0.114276040466709	0.10954755320768
"438"	40	3800	0.109826722047469	0.0982859529675116
"439"	40	3900	0.104091223395583	0.1037298789129
"440"	40	4000	0.102228715695992	0.107664640242347
"441"	40	4100	0.106011500097907	0.106865522855157
"442"	40	4200	0.112580191283147	0.10446738585576
"443"	40	4300	0.122625626134302	0.103615547718768
"444"	40	4400	0.119745342924404	0.101181636416286
"445"	40	4500	0.113385230616586	0.107381446914442
"446"	40	4600	0.106235731649891	0.107391006274894
"447"	40	4700	0.112072960176699	0.103694212322811
"448"	40	4800	0.106944773596796	0.102884357096727
"449"	40	4900	0.106674363561189	0.095305493581332
"450"	40	5000	0.109832174916559	0.091732962683465
"451"	40	5100	0.115502346738092	0.1001891088386
"452"	40	5200	0.117133171576865	0.100714889057187
"453"	40	5300	0.10670025020525	0.0964213840331035
"454"	40	5400	0.109857646634072	0.09124166822068
"455"	40	5500	0.110894917128752	0.098520296238032
"456"	40	5600	0.114885857196576	0.097512126884394
"457"	40	5700	0.115370111252214	0.09749376780476
"458"	40	5800	0.115366714877485	0.099723153850712
"459"	40	5900	0.116969508389055	0.088794874909
"460"	40	6000	0.112865715690835	0.0925513574500732
"461"	40	6100	0.120278980416592	0.09193683107962
"462"	40	6200	0.123202113140906	0.0920150769306806
"463"	40	6300	0.124432451449022	0.0974427344905719
"464"	40	6400	0.125716721239004	0.095726700801296
"465"	40	6500	0.121064673569333	0.0987679767755293
"466"	40	6600	0.114767582685885	0.10240552219662
"467"	40	6700	0.115568179156365	0.10457963323254
"468"	40	6800	0.115019730006163	0.108061152958651
"469"	40	6900	0.123535056181928	0.10763569103355
"470"	40	7000	0.122789175011386	0.11042116293557
"471"	40	7100	0.127401275749732	0.0996801291595238
"472"	40	7200	0.123383896786501	0.10752765636302
"473"	40	7300	0.123543559971426	0.100601179570682
"474"	40	7400	0.118199893033431	0.105215173190662
"475"	40	7500	0.113117466894859	0.104027015445074
"476"	40	7600	0.11712706702961	0.10506080985116
"477"	40	7700	0.119708930972979	0.09965638556936
"478"	40	7800	0.112714382427442	0.094389817372068
"479"	40	7900	0.111587172749557	0.09146349943288
"480"	40	8000	0.111366786470641	0.087140592008542
"481"	40	8100	0.105633131086288	0.0823288709926292
"482"	40	8200	0.108569687562379	0.0896264644208021
"483"	40	8300	0.110858467460462	0.08806537253214
"484"	40	8400	0.112576519517491	0.08797852587814
"485"	40	8500	0.116925565378532	0.0921228753018472
"486"	40	8600	0.112595191281459	0.09115676025218
"487"	40	8700	0.115844011792621	0.0898356011583
"488"	40	8800	0.123807141073377	0.0969867539129262
"489"	40	8900	0.120389013024789	0.094572928592064
"490"	40	9000	0.113760936634908	0.10387235548536
"491"	40	9100	0.111434697784313	0.1121072166334
"492"	40	9200	0.106553326351734	0.114110714221658
"493"	40	9300	0.105535037826148	0.113860688237718
"494"	40	9400	0.108928016436309	0.116928943349202
"495"	40	9500	0.109882706983431	0.11641659166047
"496"	40	9600	0.114981541612217	0.116685330485971
"497"	40	9700	0.122056303884248	0.10344497868642
"498"	40	9800	0.111062503750854	0.10557609181885
"499"	40	9900	0.109303159212857	0.10584730689206
"500"	40	10000	0.107831983646827	0.11456779575752
"501"	50	100	1.36292745476173e-07	0.00013560850158
"502"	50	200	5.88207471015326e-08	5.92723237e-05
"503"	50	300	5.47948296899407e-08	5.56882616114e-05
"504"	50	400	6.00479169734305e-08	5.96581998e-05
"505"	50	500	6.52496982599514e-08	6.470431642e-05
"506"	50	600	1.1666380867685e-07	0.000117724628694
"507"	50	700	1.61787146906223e-07	0.000145838612188
"508"	50	800	4.7871378617548e-08	4.78714394e-05
"509"	50	900	6.30406137975264e-08	6.346189582906e-05
"510"	50	1000	1.14712198321041e-07	0.00012874332127258
"511"	50	1100	1.72097153474545e-07	0.000173421077976
"512"	50	1200	1.0128590788759e-07	0.00010346508849
"513"	50	1300	9.22583855314039e-08	9.1142557248e-05
"514"	50	1400	8.46036618257086e-08	8.3706023396e-05
"515"	50	1500	1.25751827776609e-07	0.0001253209773636
"516"	50	1600	2.53391064721234e-08	2.53654490126e-05
"517"	50	1700	7.80716615758924e-08	0.0001051620419
"518"	50	1800	7.75094235583537e-08	7.77838748016e-05
"519"	50	1900	1.0314725781575e-07	0.000103309752494
"520"	50	2000	2.13436159788492e-07	0.000198262232974
"521"	50	2100	1.22028946469708e-07	0.00012148088429176
"522"	50	2200	8.64272147801187e-08	8.585315774e-05
"523"	50	2300	1.32892167268552e-07	0.000161110443238
"524"	50	2400	7.08240021772787e-08	5.71633112e-05
"525"	50	2500	7.97952144685949e-08	7.9673610286e-05
"526"	50	2600	9.38560429528024e-08	0.0001050818172034
"527"	50	2700	1.75248532703529e-07	0.00017636501486
"528"	50	2800	8.22207740004403e-08	9.344562452e-05
"529"	50	2900	2.88213890761288e-08	2.868397752e-05
"530"	50	3000	9.11905380920544e-08	9.132576846e-05
"531"	50	3100	5.16315147856742e-08	5.0995976696e-05
"532"	50	3200	9.4784084275227e-08	9.45275456e-05
"533"	50	3300	5.85579229169872e-08	5.829325566e-05
"534"	50	3400	1.38965804418993e-07	0.000139484090502
"535"	50	3500	3.89668599130176e-08	3.925803746e-05
"536"	50	3600	1.48014759424987e-07	0.000145716859034
"537"	50	3700	1.19595916015494e-07	0.000118411234886
"538"	50	3800	4.66456513123054e-08	4.7291972982e-05
"539"	50	3900	4.03324841960318e-08	4.04700466e-05
"540"	50	4000	1.37831244804636e-07	0.000139868021237
"541"	50	4100	4.75638633970868e-08	4.747563395e-05
"542"	50	4200	1.78521723133681e-07	0.00015596943339106
"543"	50	4300	1.57359813905769e-07	0.00013668285418
"544"	50	4400	3.83092175586942e-08	3.837438686e-05
"545"	50	4500	4.66387491053474e-08	4.68763624e-05
"546"	50	4600	1.51664938220331e-07	0.00015042610953
