"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"
"1"	0.102182650428978	-0.0164429578479009	-0.0135677678354419	0.0210527218365498	-0.0164915552469312	0.00395081200332593	0.0264459363135094	0.00140641315814173	0.0192564506235126	0.00386781063697285
"2"	-0.0164429578479009	0.0896139902450225	-0.00979791018842745	0.0153206604898968	0.00357108940471043	0.020529605101288	-0.00135142668648333	0.000537412238732303	0.000927186979563789	0.0199570516479003
"3"	-0.0135677678354419	-0.00979791018842745	0.125778774927509	-4.10604299416604e-05	-0.0112321213254775	-0.0138717773615104	-0.0104199181384003	0.00723310146823338	-0.00388696264811682	-0.0276039665210764
"4"	0.0210527218365498	0.0153206604898968	-4.10604299416604e-05	0.163537740848964	0.0118339942192106	-0.0123643353473069	-0.0204742784180339	-0.0282607090482542	0.0241310217725357	-0.030292616770332
"5"	-0.0164915552469312	0.00357108940471043	-0.0112321213254775	0.0118339942192106	0.100593080519629	0.0447519649456414	-0.0060767252792111	-0.0137320813403203	-0.0235761876669293	0.00220759573680799
"6"	0.00395081200332593	0.020529605101288	-0.0138717773615104	-0.0123643353473069	0.0447519649456414	0.15300808005219	0.00448377506442797	0.0143777333752389	-0.0241991250030996	0.0308943655014225
"7"	0.0264459363135094	-0.00135142668648333	-0.0104199181384003	-0.0204742784180339	-0.0060767252792111	0.00448377506442797	0.102150057870255	0.0241772913112925	0.000676996756779544	0.00903924161919233
"8"	0.00140641315814173	0.000537412238732303	0.00723310146823338	-0.0282607090482542	-0.0137320813403203	0.0143777333752389	0.0241772913112925	0.109883561890599	-0.00216215765740579	0.0168651272428131
"9"	0.0192564506235126	0.000927186979563789	-0.00388696264811682	0.0241310217725357	-0.0235761876669293	-0.0241991250030996	0.000676996756779544	-0.00216215765740579	0.0802677889648914	-0.0108904922458709
"10"	0.00386781063697285	0.0199570516479003	-0.0276039665210764	-0.030292616770332	0.00220759573680799	0.0308943655014225	0.00903924161919233	0.0168651272428131	-0.0108904922458709	0.153226655028711
