1	995	19.7313	3.28623e-26
2	995	0.0	0.0
3	995	0.0	0.0
4	995	0.0	0.0
5	995	0.0	0.0
1	956	20.5873	0.0231832
2	956	0.0	0.0
3	956	0.0	0.0
4	956	0.0	0.0
5	956	0.0	0.0
1	1011	20.6864	2.76741e-25
2	1011	0.0	0.0
3	1011	0.0	0.0
4	1011	0.0	0.0
5	1011	0.0	0.0
1	996	19.3842	0.00455847
2	996	0.0	0.0
3	996	0.0	0.0
4	996	0.0	0.0
5	996	0.0	0.0
1	1024	19.8398	9.12815e-26
2	1024	0.0	0.0
3	1024	0.0	0.0
4	1024	0.0	0.0
5	1024	0.0	0.0
1	1009	19.6787	0.0454419
2	1009	0.0	0.0
3	1009	0.000130203	1.71054e-05
4	1009	-0.000106433	1.14299e-05
5	1009	0.0	0.0
1	994	20.1685	1.64153
2	994	0.0	0.0
3	994	0.00261703	0.00112891
4	994	0.0	0.0
5	994	0.0037066	0.000705731
1	1056	20.6857	0.0136214
2	1056	0.0	0.0
3	1056	0.0	0.0
4	1056	0.0	0.0
5	1056	0.0	0.0
1	955	19.2913	1.6375e-26
2	955	0.0	0.0
3	955	0.0	0.0
4	955	0.000672869	0.000220448
5	955	0.0045588	0.000260042
1	991	19.8165	0.0938537
2	991	0.0	0.0
3	991	0.0	0.0
4	991	0.0	0.0
5	991	0.000625052	0.000193391
1	934	18.8996	0.0156429
2	934	-0.00529407	0.000168342
3	934	0.0	0.0
4	934	0.0	0.0
5	934	0.0	0.0
1	1003	20.4801	0.641827
2	1003	0.000975101	0.000953675
3	1003	0.0	0.0
4	1003	0.000424059	0.000180366
5	1003	0.0	0.0
1	983	20.4293	0.00372409
2	983	0.00097695	0.000938207
3	983	0.0	0.0
4	983	0.0	0.0
5	983	-0.000735168	0.000105824
1	990	20.7419	1.44653e-25
2	990	0.000438079	0.000189994
3	990	0.00109493	0.00118688
4	990	0.0	0.0
5	990	0.0	0.0
1	999	20.1938	0.401357
2	999	0.0	0.0
3	999	0.0	0.0
4	999	0.0	0.0
5	999	0.0	0.0
1	994	20.3364	0.141903
2	994	-0.000349213	0.000121218
3	994	0.0	0.0
4	994	0.0	0.0
5	994	0.0	0.0
1	1054	20.3825	0.00273449
2	1054	-0.000823241	0.000356823
3	1054	0.0	0.0
4	1054	0.0	0.0
5	1054	0.0	0.0
1	988	19.6428	1.06257e-26
2	988	0.0	0.0
3	988	0.0	0.0
4	988	0.0	0.0
5	988	0.0	0.0
1	985	20.2297	0.00419526
2	985	0.0	0.0
3	985	-0.00153099	0.00115322
4	985	-0.000724161	0.000516543
5	985	0.0	0.0
1	975	19.7729	1.8194e-27
2	975	0.0	0.0
3	975	0.0	0.0
4	975	-0.006475	0.000277831
5	975	0.0	0.0
1	969	19.9732	1.50229
2	969	0.0	0.0
3	969	0.0	0.0
4	969	0.0	0.0
5	969	0.0	0.0
1	1001	19.5891	6.9186e-26
2	1001	0.0	0.0
3	1001	0.0	0.0
4	1001	0.0	0.0
5	1001	0.0	0.0
1	967	19.7979	0.287852
2	967	0.0	0.0
3	967	0.0	0.0
4	967	0.0	0.0
5	967	3.17341e-05	9.73819e-07
1	995	20.579	2.80498e-25
2	995	0.0	0.0
3	995	0.0	0.0
4	995	0.0	0.0
5	995	0.000493314	0.00050437
1	1074	20.4273	7.10636e-26
2	1074	0.0	0.0
3	1074	-0.000345991	0.000128569
4	1074	0.0	0.0
5	1074	0.0	0.0
1	1003	19.7714	0.478646
2	1003	0.0	0.0
3	1003	0.0	0.0
4	1003	0.0	0.0
5	1003	0.0	0.0
1	989	19.5845	0.628664
2	989	0.000294942	0.00065248
3	989	0.0	0.0
4	989	0.0	0.0
5	989	0.0	0.0
1	995	19.6543	0.0435822
2	995	0.0	0.0
3	995	0.000355152	0.000125502
4	995	0.0	0.0
5	995	0.0	0.0
1	1022	20.4222	0.392077
2	1022	0.0	0.0
3	1022	0.0	0.0
4	1022	0.0	0.0
5	1022	0.000836925	0.000357576
1	963	20.5621	2.57395
2	963	0.0	0.0
3	963	-0.00269284	0.000628229
4	963	0.0	0.0
5	963	0.0	0.0
1	1010	19.3247	9.63753e-05
2	1010	0.0	0.0
3	1010	0.0	0.0
4	1010	0.0	0.0
5	1010	0.0	0.0
1	975	20.1451	1.41526
2	975	0.0	0.0
3	975	0.0	0.0
4	975	0.0	0.0
5	975	0.0	0.0
1	987	19.724	0.0129356
2	987	0.0	0.0
3	987	0.0	0.0
4	987	0.0	0.0
5	987	0.0	0.0
1	969	19.0422	0.00135103
2	969	0.0	0.0
3	969	0.0	0.0
4	969	0.0	0.0
5	969	0.0	0.0
1	1010	18.807	4.25017e-26
2	1010	0.0	0.0
3	1010	0.0	0.0
