1	-5.26215	1.54382
2	0.0464566	8.23164e-06
3	0.458131	0.00106799
4	0.459448	0.0531487
5	0.0834333	0.00797162
1	3.16115	3.98063e-27
2	0.764041	0.00073166
3	0.501796	0.0227533
4	-0.30236	0.0380411
5	0.262105	2.4985e-29
1	15.5666	0.000713408
2	-0.279286	1.49293e-30
3	-0.156345	0.000176624
4	-0.341186	0.105415
5	0.263573	0.248482
1	-13.853	0.00309207
2	0.0506469	0.607817
3	-0.065665	0.000508338
4	-0.394929	3.8005e-29
5	0.519318	1.42631e-29
1	27.6579	0.014603
2	0.258253	0.0596438
3	0.0873931	0.00660215
4	-0.24235	0.0117672
5	0.220667	7.14237e-05
1	-4.94047	0.0147292
2	-0.0663738	0.12212
3	0.375792	0.468076
4	0.155748	8.91441e-31
5	-0.0939795	0.000903297
1	2.45199	0.000207429
2	0.203651	6.63648e-05
3	0.115119	1.85151e-30
4	-0.28797	0.441369
5	-0.0799427	0.920753
1	-3.42678	2.48198
2	0.324454	0.289966
3	0.322139	0.379909
4	-0.00813142	0.250378
5	0.135914	0.294236
1	-23.474	0.401933
2	0.314265	3.08457e-33
3	-0.146872	2.16614e-30
4	0.115034	6.71087e-31
5	-0.309254	2.77612e-32
1	4.43004	1.37589e-26
2	-0.177584	5.05947e-30
3	0.163223	0.196668
4	-0.436983	0.117559
5	0.00949411	1.92786e-32
1	9.52904	0.0120821
2	0.40953	5.62163e-29
3	-0.198564	1.24378e-29
4	-0.620802	0.236199
5	-0.366674	0.305765
1	-5.25129	1.17532e-26
2	-0.391108	0.0293329
3	-0.275794	0.0243551
4	-0.137716	1.70346e-30
5	0.337012	0.000835576
1	-16.8542	0.163552
2	0.177979	0.580232
3	-0.153768	0.342998
4	-0.343375	0.156474
5	-0.111038	0.299141
1	2.07458	1.02339e-27
2	-0.212776	0.193398
3	-0.43371	2.28135e-29
4	-0.0616796	1.20318e-30
5	-0.795684	0.000877241
1	-16.1893	2.02151e-28
2	-0.293716	0.0
3	-0.530498	2.17647e-29
4	0.1392	0.06939
5	0.334299	1.77671e-30
1	-7.72189	0.00380653
2	-0.42635	0.000391198
3	0.250283	0.53724
4	-0.306261	0.00203058
5	-0.262668	0.000502414
1	2.42099	2.28209e-28
2	-0.332329	0.00223035
3	-0.045959	1.06466e-31
4	0.0309981	0.00170237
5	0.0778413	0.381232
1	-18.9587	0.0047472
2	0.274771	0.00111303
3	0.137337	0.157575
4	0.170024	0.000270198
5	-0.28837	6.85993e-05
1	4.21742	0.0124717
2	-0.162292	3.7786e-32
3	0.267562	6.52696e-30
4	0.0974246	0.00026645
5	0.381196	0.0379476
1	-18.5879	0.257436
2	-0.0479328	0.06981
3	0.500597	0.049599
4	0.0716037	1.08863
5	0.584119	0.053423
1	-13.0865	0.0759271
2	-0.56466	0.150451
3	-0.0829686	0.423797
4	-0.197952	0.239501
5	0.285098	0.373286
1	-3.43229	2.55847e-28
2	-0.107995	0.00191677
3	0.358369	3.08457e-33
4	-0.424742	4.29496e-29
5	-1.23514	6.3019e-28
1	-16.784	0.000331615
2	-0.199475	0.000476536
3	-0.179245	0.08825
4	0.163566	0.350287
5	-0.156633	0.000942027
1	2.31533	2.38869e-27
2	0.0409336	0.00158715
3	-0.411059	6.04576e-29
4	-0.184957	5.21293e-31
5	0.264345	0.233769
1	6.87367	0.0328041
2	-0.169509	0.00682837
3	-0.211075	0.0510003
4	0.3263	1.13485
5	-0.744874	0.00310602
1	2.97852	0.102622
2	0.32046	0.340042
3	-0.0206588	1.15792e-32
4	0.279542	0.173914
5	-0.394607	7.60316e-29
1	-27.4999	0.184014
2	0.222825	0.133654
3	0.929615	0.163596
4	0.0751018	0.121724
5	-0.0907267	5.54609e-05
1	29.3019	2.3226
2	-0.429229	0.373478
3	0.579273	0.25151
4	-0.186135	1.35454
5	-0.181457	0.0652863
1	-1.59579	0.0165668
2	0.326192	0.108841
3	-0.263586	0.300133
4	0.0673159	0.272083
5	-0.00154472	0.642745
1	3.78967	0.00186283
2	0.161481	0.753779
3	0.0939183	0.0939155
4	0.196595	6.38584e-30
5	-0.440842	0.040923
1	18.813	0.0214192
2	0.0481305	0.0182653
3	0.139224	0.00493346
4	0.491586	0.246465
5	-0.20348	0.000344235
1	17.3531	0.00903615
2	-0.425662	0.245711
3	-0.967472	2.24865e-28
4	0.0361216	0.376976
5	-0.357994	1.22427e-29
1	17.3485	3.68419e-26
2	-0.395756	1.26344e-29
3	-0.980739	0.0315292
4	0.531552	0.330005
5	0.081341	0.293288
1	3.04477	0.318878
2	-0.110286	0.000634957
3	0.180684	0.303855
4	0.346762	0.244185
5	0.119498	0.164904
1	41.9258	0.0286503
2	0.199614	0.261964
3	0.277338	0.180033
4	0.264885	0.216989
5	-0.565306	0.168893
1	6.27947	0.0129529
2	0.38238	0.004938
3	0.467514	0.179056
4	-0.115212	0.15943
5	-0.126468	0.00197829
1	-16.5959	0.00324969
2	-0.114622	0.0251429
3	-0.344146	0.00119905
4	-0.401046	0.204066
5	0.128746	0.001797
1	-13.4243	5.17505e-26
2	0.535413	9.77316e-29
3	-0.168201	8.18106e-30
4	-0.112558	0.544479
5	-0.0449554	0.613593
1	17.4159	7.88513e-26
2	0.037839	6.94029e-33
